Case 5:
Picked up JAVA_TOOL_OPTIONS: -Xmx2g
Opening log file:  /tmp/java.log.15892

                            < M A T L A B (R) >
                  Copyright 1984-2022 The MathWorks, Inc.
                  R2022a (9.12.0.1884302) 64-bit (glnxa64)
                             February 16, 2022

 
To get started, type doc.
For product information, visit www.mathworks.com.
 

config = 

  struct with fields:

                 k_s: 0.2500
                 l_c: 10
            n_moulin: 68
    creep_const_soft: 0
             mesh_nr: 4
                 k_c: 0.1500
               h_bed: 0.5000
               l_bed: 10
               alpha: 1.5000
                beta: 1.5000
               omega: 5.0000e-04

Running model run (ode15s):
Run seasonal
Saving model run to
./RUN/output_005_seasonal.nc
IC initialised from struct
IC initialised from file/given & rest from parameters and given functions
36500.0/37230.0 days/days; walltime: 14.3
37075.0/37230.0 days/days; walltime: 6.4
37076.0/37230.0 days/days; walltime: 4.7
37077.0/37230.0 days/days; walltime: 10.1
37078.0/37230.0 days/days; walltime: 15.3
37079.0/37230.0 days/days; walltime: 5.6
37080.0/37230.0 days/days; walltime: 7.5
37081.0/37230.0 days/days; walltime: 5.0
37082.0/37230.0 days/days; walltime: 6.9
37083.0/37230.0 days/days; walltime: 4.0
37084.0/37230.0 days/days; walltime: 16.2
37085.0/37230.0 days/days; walltime: 5.5
37086.0/37230.0 days/days; walltime: 7.7
37087.0/37230.0 days/days; walltime: 9.7
37088.0/37230.0 days/days; walltime: 7.4
37089.0/37230.0 days/days; walltime: 10.4
37090.0/37230.0 days/days; walltime: 13.4
37091.0/37230.0 days/days; walltime: 9.9
37092.0/37230.0 days/days; walltime: 16.0
37093.0/37230.0 days/days; walltime: 14.0
37094.0/37230.0 days/days; walltime: 16.4
37095.0/37230.0 days/days; walltime: 13.2
37096.0/37230.0 days/days; walltime: 13.0
37097.0/37230.0 days/days; walltime: 17.6
37098.0/37230.0 days/days; walltime: 14.9
37099.0/37230.0 days/days; walltime: 16.1
37100.0/37230.0 days/days; walltime: 16.9
37101.0/37230.0 days/days; walltime: 15.7
37102.0/37230.0 days/days; walltime: 17.6
37103.0/37230.0 days/days; walltime: 18.8
37104.0/37230.0 days/days; walltime: 16.1
37105.0/37230.0 days/days; walltime: 17.3
37106.0/37230.0 days/days; walltime: 14.6
37107.0/37230.0 days/days; walltime: 16.9
37108.0/37230.0 days/days; walltime: 18.7
37109.0/37230.0 days/days; walltime: 12.4
37110.0/37230.0 days/days; walltime: 12.9
37111.0/37230.0 days/days; walltime: 39.3
37112.0/37230.0 days/days; walltime: 6.8
37113.0/37230.0 days/days; walltime: 8.3
37114.0/37230.0 days/days; walltime: 4.0
37115.0/37230.0 days/days; walltime: 5.9
37116.0/37230.0 days/days; walltime: 3.0
37117.0/37230.0 days/days; walltime: 1.6
37118.0/37230.0 days/days; walltime: 1.6
37119.0/37230.0 days/days; walltime: 1.3
37120.0/37230.0 days/days; walltime: 43.0
37121.0/37230.0 days/days; walltime: 1.5
37122.0/37230.0 days/days; walltime: 41.7
37123.0/37230.0 days/days; walltime: 1.0
37124.0/37230.0 days/days; walltime: 0.9
37125.0/37230.0 days/days; walltime: 0.6
37126.0/37230.0 days/days; walltime: 0.5
37127.0/37230.0 days/days; walltime: 0.7
37128.0/37230.0 days/days; walltime: 0.9
37129.0/37230.0 days/days; walltime: 0.7
37130.0/37230.0 days/days; walltime: 0.8
37131.0/37230.0 days/days; walltime: 0.9
37132.0/37230.0 days/days; walltime: 0.8
37133.0/37230.0 days/days; walltime: 3.8
37134.0/37230.0 days/days; walltime: 0.6
37135.0/37230.0 days/days; walltime: 0.6
37136.0/37230.0 days/days; walltime: 0.4
37137.0/37230.0 days/days; walltime: 0.6
37138.0/37230.0 days/days; walltime: 0.3
37139.0/37230.0 days/days; walltime: 0.2
37140.0/37230.0 days/days; walltime: 0.3
37141.0/37230.0 days/days; walltime: 0.5
37142.0/37230.0 days/days; walltime: 0.7
37143.0/37230.0 days/days; walltime: 0.4
37144.0/37230.0 days/days; walltime: 0.7
37145.0/37230.0 days/days; walltime: 0.6
37146.0/37230.0 days/days; walltime: 0.7
37147.0/37230.0 days/days; walltime: 10.2
37148.0/37230.0 days/days; walltime: 1.2
37149.0/37230.0 days/days; walltime: 0.5
37150.0/37230.0 days/days; walltime: 0.4
37151.0/37230.0 days/days; walltime: 0.5
37152.0/37230.0 days/days; walltime: 0.6
37153.0/37230.0 days/days; walltime: 0.3
37154.0/37230.0 days/days; walltime: 0.3
37155.0/37230.0 days/days; walltime: 0.3
37156.0/37230.0 days/days; walltime: 0.3
37157.0/37230.0 days/days; walltime: 0.4
37158.0/37230.0 days/days; walltime: 0.3
37159.0/37230.0 days/days; walltime: 0.3
37160.0/37230.0 days/days; walltime: 0.3
37161.0/37230.0 days/days; walltime: 0.4
37162.0/37230.0 days/days; walltime: 0.3
37163.0/37230.0 days/days; walltime: 0.3
37164.0/37230.0 days/days; walltime: 0.3
37165.0/37230.0 days/days; walltime: 0.3
37166.0/37230.0 days/days; walltime: 0.2
37167.0/37230.0 days/days; walltime: 0.4
37168.0/37230.0 days/days; walltime: 0.3
37169.0/37230.0 days/days; walltime: 0.4
37170.0/37230.0 days/days; walltime: 0.2
37171.0/37230.0 days/days; walltime: 0.4
37172.0/37230.0 days/days; walltime: 0.3
37173.0/37230.0 days/days; walltime: 0.3
37174.0/37230.0 days/days; walltime: 0.3
37175.0/37230.0 days/days; walltime: 0.4
37176.0/37230.0 days/days; walltime: 0.3
37177.0/37230.0 days/days; walltime: 0.4
37178.0/37230.0 days/days; walltime: 0.4
37179.0/37230.0 days/days; walltime: 0.3
37180.0/37230.0 days/days; walltime: 0.4
37181.0/37230.0 days/days; walltime: 0.4
37182.0/37230.0 days/days; walltime: 0.2
37183.0/37230.0 days/days; walltime: 3.8
37184.0/37230.0 days/days; walltime: 0.4
37185.0/37230.0 days/days; walltime: 0.3
37186.0/37230.0 days/days; walltime: 0.3
37187.0/37230.0 days/days; walltime: 0.3
37188.0/37230.0 days/days; walltime: 0.1
37189.0/37230.0 days/days; walltime: 0.3
37190.0/37230.0 days/days; walltime: 0.3
37191.0/37230.0 days/days; walltime: 0.1
37192.0/37230.0 days/days; walltime: 0.3
37193.0/37230.0 days/days; walltime: 0.3
37194.0/37230.0 days/days; walltime: 0.3
37195.0/37230.0 days/days; walltime: 0.1
37196.0/37230.0 days/days; walltime: 0.3
37197.0/37230.0 days/days; walltime: 0.3
37198.0/37230.0 days/days; walltime: 0.1
37199.0/37230.0 days/days; walltime: 0.2
37200.0/37230.0 days/days; walltime: 0.2
37201.0/37230.0 days/days; walltime: 0.3
37202.0/37230.0 days/days; walltime: 0.3
37203.0/37230.0 days/days; walltime: 0.2
37204.0/37230.0 days/days; walltime: 0.3
37205.0/37230.0 days/days; walltime: 0.2
37206.0/37230.0 days/days; walltime: 0.2
37207.0/37230.0 days/days; walltime: 0.2
37208.0/37230.0 days/days; walltime: 0.2
37209.0/37230.0 days/days; walltime: 0.4
37210.0/37230.0 days/days; walltime: 0.3
37211.0/37230.0 days/days; walltime: 0.3
37212.0/37230.0 days/days; walltime: 0.3
37213.0/37230.0 days/days; walltime: 27.2
37214.0/37230.0 days/days; walltime: 0.6
37215.0/37230.0 days/days; walltime: 0.2
37216.0/37230.0 days/days; walltime: 0.3
37217.0/37230.0 days/days; walltime: 0.2
37218.0/37230.0 days/days; walltime: 0.3
37219.0/37230.0 days/days; walltime: 0.3
37220.0/37230.0 days/days; walltime: 0.2
37221.0/37230.0 days/days; walltime: 0.3
37222.0/37230.0 days/days; walltime: 0.2
37223.0/37230.0 days/days; walltime: 0.3
37224.0/37230.0 days/days; walltime: 0.2
37225.0/37230.0 days/days; walltime: 0.3
37226.0/37230.0 days/days; walltime: 0.4
37227.0/37230.0 days/days; walltime: 0.2
37228.0/37230.0 days/days; walltime: 0.3
37229.0/37230.0 days/days; walltime: 0.2
37230.0/37230.0 days/days; walltime: 0.2
Wallclock for model run: 4872.9s
 

fields = 

  struct with fields:

    nodes: [1x1 struct]
    edges: [1x1 struct]
       BC: [1x1 struct]

No cases left; exiting.
